"candidate_id","candidate_name","email","experience_years","education","location_id","work_authorization_id","source_id","applied_date","candidate_status","total_applications","rejected_applications","withdrawn_applications","hired_applications","total_offers","total_placements","average_offered_salary","candidate_age_days"
4093,Arjun Clark,arjun.clark4092@yahoo.com,8,B.Tech,21,5,1,2025-03-29,Active,4,1,1,0,0,0,,502
4101,Rohan Kumar,rohan.kumar4100@hotmail.com,14,BS Computer Science,19,1,6,2026-06-30,Active,4,0,0,0,0,0,,44
4106,Anthony Davis,anthony.davis4105@gmail.com,8,BS Computer Science,13,5,7,2025-06-07,Rejected,4,1,0,0,0,0,,432
4118,Karan Hall,karan.hall4117@gmail.com,4,B.E.,20,6,3,2025-09-21,Active,4,0,0,0,0,0,,326
4119,William Harris,william.harris4118@outlook.com,13,MS Computer Science,1,3,9,2025-06-07,Active,4,0,1,0,0,0,,432
4120,Rohan Hall,rohan.hall4119@hotmail.com,6,BS Computer Science,16,2,3,2026-01-04,Rejected,4,1,1,0,0,0,,221
4129,John Clark,john.clark4128@outlook.com,15,MBA,13,6,5,2026-07-17,Rejected,4,0,0,0,0,0,,27
4132,Arjun Jackson,arjun.jackson4131@yahoo.com,4,MS,5,5,3,2025-07-24,Active,4,1,0,0,0,0,,385
4133,James Taylor,james.taylor4132@yahoo.com,9,MS Computer Science,19,1,5,2026-07-11,Withdrawn,4,1,0,0,0,0,,33
4136,Mark Allen,mark.allen4135@outlook.com,4,MS,2,4,9,2025-10-02,Screening,4,0,1,0,0,0,,315
4137,Andrew Patel,andrew.patel4136@outlook.com,11,Bachelor's Degree,4,3,9,2025-01-18,Screening,4,0,0,0,0,0,,572
4139,Charles Garcia,charles.garcia4138@gmail.com,2,Bachelor's Degree,6,6,9,2026-08-01,Active,4,0,0,0,0,0,,12
4145,Priya Garcia,priya.garcia4144@gmail.com,2,B.E.,15,5,1,2026-01-10,Hired,4,0,0,0,0,0,,215
4152,Vikram Young,vikram.young4151@yahoo.com,3,MS Computer Science,2,2,8,2026-04-19,Screening,4,1,0,0,0,0,,116
4161,Melissa Wright,melissa.wright4160@gmail.com,14,BCA,5,1,8,2026-05-18,Active,4,0,0,1,0,0,,87
4167,Joseph Jones,joseph.jones4166@gmail.com,9,M.Tech,4,1,9,2026-04-26,Interview,4,0,0,0,0,0,,109
4174,Laura Lee,laura.lee4173@outlook.com,13,MS Computer Science,5,2,1,2025-05-12,Active,4,0,0,1,0,0,,458
4175,Lauren Jones,lauren.jones4174@gmail.com,14,MBA,13,5,7,2025-07-28,Withdrawn,4,0,1,0,0,0,,381
4176,Rohan Johnson,rohan.johnson4175@gmail.com,9,BCA,1,7,9,2026-07-24,Offer,4,1,0,0,0,0,,20
4197,Kevin Mehta,kevin.mehta4196@gmail.com,2,Bachelor's Degree,14,2,9,2025-02-04,Active,4,1,0,0,0,0,,555
4201,Priya Lee,priya.lee4200@yahoo.com,11,Master's Degree,21,7,7,2026-07-30,Active,4,0,0,1,0,0,,14
4220,Daniel Harris,daniel.harris4219@hotmail.com,3,Master's Degree,3,4,2,2025-10-25,Rejected,4,1,0,0,0,0,,292
4228,Kevin Harris,kevin.harris4227@yahoo.com,13,MS Computer Science,16,7,8,2026-01-13,Active,4,0,0,0,0,0,,212
4233,Rebecca Wright,rebecca.wright4232@gmail.com,7,M.Tech,12,3,7,2026-06-20,Rejected,4,0,0,0,0,0,,54
4247,Karan Kumar,karan.kumar4246@outlook.com,6,M.Tech,11,2,9,2025-04-03,Rejected,4,0,0,0,0,0,,497
4257,Amit Taylor,amit.taylor4256@gmail.com,6,B.E.,15,6,2,2025-05-26,Rejected,4,0,1,0,0,0,,444
4268,Daniel King,daniel.king4267@outlook.com,14,MS,1,6,3,2025-07-06,Active,4,1,0,0,0,0,,403
4276,Amanda Mishra,amanda.mishra4275@gmail.com,4,Bachelor's Degree,16,1,2,2025-11-12,Hired,4,1,2,0,0,0,,274
4292,Mark King,mark.king4291@yahoo.com,14,BCA,12,3,2,2026-07-11,Interview,4,0,1,0,0,0,,33
4297,Rohan Patel,rohan.patel4296@gmail.com,3,MCA,14,1,8,2025-04-19,Hired,4,1,1,0,0,0,,481
4309,Jennifer Anderson,jennifer.anderson4308@outlook.com,11,Master's Degree,2,4,3,2025-03-13,Rejected,4,0,0,0,0,0,,518
4316,Rohan Clark,rohan.clark4315@hotmail.com,7,B.E.,13,3,1,2025-12-13,Interview,4,1,0,0,0,0,,243
4356,Richard Wilson,richard.wilson4355@outlook.com,8,MBA,16,3,1,2025-12-15,Rejected,4,3,0,0,0,0,,241
4357,Thomas Jones,thomas.jones4356@hotmail.com,5,B.Tech,15,5,2,2025-06-19,Active,4,0,0,0,0,0,,420
4359,Vikram Taylor,vikram.taylor4358@outlook.com,15,BCA,1,5,9,2025-06-10,Rejected,4,0,1,0,0,0,,429
4362,Megan Sharma,megan.sharma4361@outlook.com,3,MS Computer Science,13,5,5,2026-01-08,Rejected,4,0,0,0,0,0,,217
4367,Stephanie Singh,stephanie.singh4366@hotmail.com,6,B.Tech,12,7,1,2025-10-29,Rejected,4,0,0,0,0,0,,288
4368,Lauren Smith,lauren.smith4367@hotmail.com,2,Master's Degree,5,1,9,2026-01-19,Rejected,4,1,0,0,0,0,,206
4375,Rohan Thomas,rohan.thomas4374@gmail.com,3,MS Computer Science,15,5,7,2025-10-03,Active,4,0,0,1,0,0,,314
4379,Arjun Jones,arjun.jones4378@gmail.com,5,MCA,5,7,9,2025-02-05,Active,4,2,0,0,0,0,,554
4384,Steven Miller,steven.miller4383@outlook.com,13,B.Tech,9,4,4,2026-03-09,Screening,4,0,0,0,0,0,,157
4395,Kevin Reddy,kevin.reddy4394@hotmail.com,10,MBA,6,6,1,2025-03-03,Hired,4,2,0,1,0,0,,528
4404,Rachel Wright,rachel.wright4403@yahoo.com,2,MBA,1,6,9,2026-02-28,Interview,4,1,0,0,0,0,,166
4407,Anthony Smith,anthony.smith4406@gmail.com,13,B.E.,16,4,2,2025-04-04,Rejected,4,0,0,0,0,0,,496
4408,Charles Verma,charles.verma4407@gmail.com,4,MS Computer Science,2,6,5,2025-09-04,Active,4,0,0,1,0,0,,343
4415,Joshua Jones,joshua.jones4414@outlook.com,14,B.E.,10,7,2,2025-07-18,Interview,4,0,0,0,0,0,,391
4428,Steven Mishra,steven.mishra4427@hotmail.com,4,B.E.,12,4,5,2026-05-09,Withdrawn,4,2,0,1,0,0,,96
4429,Joshua Harris,joshua.harris4428@hotmail.com,7,MBA,21,4,9,2026-07-27,Active,4,1,0,0,0,0,,17
4430,Rachel King,rachel.king4429@hotmail.com,7,Bachelor's Degree,18,2,2,2025-05-19,Rejected,4,1,0,0,0,0,,451
4432,Ashley Verma,ashley.verma4431@hotmail.com,15,MS Computer Science,17,4,7,2026-02-18,Screening,4,1,0,1,0,0,,176
4438,David Nair,david.nair4437@hotmail.com,7,BS Computer Science,21,5,9,2025-04-23,Active,4,0,0,0,0,0,,477
4440,Amit Nair,amit.nair4439@yahoo.com,4,MBA,4,3,5,2025-08-09,Active,4,1,0,0,0,0,,369
4451,Neha Lee,neha.lee4450@gmail.com,11,BCA,1,6,4,2025-07-19,Interview,4,0,0,0,0,0,,390
4452,Jennifer Miller,jennifer.miller4451@yahoo.com,9,MCA,18,4,5,2025-06-06,Active,4,0,0,0,0,0,,433
4453,Rebecca Brown,rebecca.brown4452@outlook.com,9,BCA,7,5,5,2025-02-16,Rejected,4,0,0,0,0,0,,543
4467,Matthew Sharma,matthew.sharma4466@yahoo.com,5,MS Computer Science,3,1,6,2025-08-21,Screening,4,2,0,0,0,0,,357
4477,Jessica Moore,jessica.moore4476@yahoo.com,4,MBA,13,2,3,2026-05-27,Active,4,0,1,1,0,0,,78
4481,Anthony Singh,anthony.singh4480@yahoo.com,8,MS,2,4,6,2025-06-03,Rejected,4,1,0,0,0,0,,436
4496,Kevin Johnson,kevin.johnson4495@hotmail.com,13,M.Tech,20,4,9,2025-04-15,Screening,4,1,0,0,0,0,,485
4500,Steven Smith,steven.smith4499@yahoo.com,5,Bachelor's Degree,16,3,5,2025-10-11,Active,4,1,0,0,0,0,,306
4504,Sarah Lee,sarah.lee4503@hotmail.com,9,B.Tech,8,1,9,2025-10-29,Interview,4,0,0,1,0,0,,288
4523,Ashley Hall,ashley.hall4522@hotmail.com,7,Bachelor's Degree,3,2,6,2026-01-12,Screening,4,0,0,0,0,0,,213
4533,Joseph Miller,joseph.miller4532@hotmail.com,6,B.Tech,8,3,9,2025-05-24,Withdrawn,4,0,2,0,0,0,,446
4538,Mark Williams,mark.williams4537@outlook.com,7,MS Computer Science,21,7,7,2026-06-09,Rejected,4,0,0,0,0,0,,65
4540,Laura Miller,laura.miller4539@hotmail.com,8,Bachelor's Degree,2,4,2,2025-10-10,Active,4,2,0,0,0,0,,307
4541,Ashley Thomas,ashley.thomas4540@yahoo.com,9,B.Tech,13,6,4,2025-02-14,Screening,4,0,1,0,0,0,,545
4548,Donald Gupta,donald.gupta4547@outlook.com,5,Master's Degree,18,5,5,2025-07-31,Active,4,0,0,0,0,0,,378
4555,Paul Jackson,paul.jackson4554@yahoo.com,3,MS,13,2,5,2025-08-14,Interview,4,0,0,0,0,0,,364
4560,Andrew Anderson,andrew.anderson4559@hotmail.com,12,B.E.,3,7,9,2026-02-25,Rejected,4,2,0,0,0,0,,169
4562,Priya Lee,priya.lee4561@yahoo.com,11,BCA,20,5,6,2025-03-16,Interview,4,0,0,1,0,0,,515
4571,Joshua Davis,joshua.davis4570@yahoo.com,7,MS Computer Science,1,7,1,2026-05-21,Interview,4,0,0,0,0,0,,84
4573,Ananya Walker,ananya.walker4572@hotmail.com,4,BCA,12,3,4,2025-06-23,Screening,4,0,0,0,0,0,,416
4585,Rachel Kumar,rachel.kumar4584@outlook.com,14,B.E.,21,5,2,2025-10-17,Rejected,4,0,1,0,0,0,,300
4590,Matthew Sharma,matthew.sharma4589@yahoo.com,15,MBA,3,2,2,2025-01-03,Rejected,4,1,0,1,0,0,,587
4606,Daniel Davis,daniel.davis4605@yahoo.com,4,BS Computer Science,1,4,9,2025-09-24,Screening,4,0,0,0,0,0,,323
4621,Richard Clark,richard.clark4620@hotmail.com,2,BS Computer Science,8,6,1,2025-06-20,Hired,4,1,0,0,0,0,,419
4632,Arjun King,arjun.king4631@gmail.com,5,B.Tech,1,5,9,2026-03-07,Withdrawn,4,0,0,0,0,0,,159
4652,Arjun Sharma,arjun.sharma4651@yahoo.com,2,B.E.,20,3,2,2025-08-28,Active,4,0,0,0,0,0,,350
4661,Sneha Young,sneha.young4660@outlook.com,7,MS,5,6,2,2025-06-15,Active,4,1,0,0,0,0,,424
4663,Joshua Nair,joshua.nair4662@yahoo.com,4,BS Computer Science,10,5,5,2026-06-28,Rejected,4,0,0,0,0,0,,46
4687,Daniel Jackson,daniel.jackson4686@gmail.com,6,MCA,5,1,4,2025-03-10,Hired,4,2,0,0,0,0,,521
4688,Vikram Taylor,vikram.taylor4687@yahoo.com,7,B.E.,8,3,6,2026-02-18,Withdrawn,4,0,0,0,0,0,,176
4691,John Patel,john.patel4690@gmail.com,14,BS Computer Science,21,5,7,2025-09-03,Active,4,0,0,0,0,0,,344
4695,Neha Anderson,neha.anderson4694@hotmail.com,6,B.E.,14,6,9,2025-04-08,Active,4,1,0,0,0,0,,492
4702,Priya Johnson,priya.johnson4701@gmail.com,3,MBA,6,3,3,2025-11-16,Active,4,1,0,0,0,0,,270
4703,Arjun King,arjun.king4702@outlook.com,13,MBA,2,3,6,2025-10-12,Screening,4,0,0,0,0,0,,305
4710,Donald Davis,donald.davis4709@hotmail.com,3,Master's Degree,1,3,8,2025-02-10,Interview,4,0,1,0,0,0,,549
4711,Megan Patel,megan.patel4710@gmail.com,5,MBA,20,1,5,2026-03-04,Active,4,0,0,0,0,0,,162
4716,Lauren Jackson,lauren.jackson4715@hotmail.com,7,B.Tech,7,4,1,2026-06-21,Rejected,4,0,1,0,0,0,,53
4722,Joseph Nair,joseph.nair4721@outlook.com,3,B.Tech,21,6,8,2026-06-10,Rejected,4,1,0,0,0,0,,64
4728,John Clark,john.clark4727@yahoo.com,13,Master's Degree,1,6,7,2026-04-13,Active,4,0,0,0,0,0,,122
4745,Charles Lewis,charles.lewis4744@gmail.com,3,BCA,2,7,2,2025-05-11,Rejected,4,0,0,0,0,0,,459
4764,Stephanie Johnson,stephanie.johnson4763@outlook.com,9,B.E.,18,1,8,2025-05-24,Interview,4,0,0,1,0,0,,446
4768,Sneha Walker,sneha.walker4767@yahoo.com,7,MBA,13,7,3,2025-01-30,Screening,4,0,1,0,0,0,,560
4775,Donald King,donald.king4774@yahoo.com,7,BS Computer Science,10,3,5,2025-09-12,Interview,4,0,0,0,0,0,,335
4776,Ashley Brown,ashley.brown4775@outlook.com,5,MS Computer Science,10,1,5,2026-01-22,Rejected,4,0,0,0,0,0,,203
4779,Jessica Patel,jessica.patel4778@gmail.com,9,Master's Degree,3,5,5,2026-05-30,Rejected,4,1,0,0,0,0,,75
4781,Richard Sharma,richard.sharma4780@gmail.com,5,BCA,20,1,2,2025-02-27,Interview,4,0,0,0,0,0,,532
4790,Paul Davis,paul.davis4789@hotmail.com,7,Master's Degree,1,7,1,2026-02-20,Screening,4,0,0,0,0,0,,174
4800,Stephanie Jones,stephanie.jones4799@outlook.com,12,MBA,9,7,2,2025-05-28,Rejected,4,1,0,1,0,0,,442
4810,William Walker,william.walker4809@outlook.com,15,B.E.,9,2,7,2025-09-09,Active,4,0,0,0,0,0,,338
4825,Stephanie Davis,stephanie.davis4824@hotmail.com,3,BS Computer Science,13,3,5,2025-06-12,Rejected,4,0,1,0,0,0,,427
4833,Joseph Reddy,joseph.reddy4832@yahoo.com,14,B.E.,21,2,5,2025-12-12,Active,4,1,0,0,0,0,,244
4839,Matthew Verma,matthew.verma4838@gmail.com,6,Bachelor's Degree,15,5,6,2025-09-18,Active,4,0,0,0,0,0,,329
4841,Donald King,donald.king4840@yahoo.com,13,MBA,15,1,1,2025-02-15,Withdrawn,4,1,0,0,0,0,,544
4844,Ashley Martin,ashley.martin4843@outlook.com,6,MS Computer Science,1,3,8,2025-12-12,Rejected,4,0,0,0,0,0,,244
4852,Emily Miller,emily.miller4851@yahoo.com,3,Master's Degree,12,7,6,2025-06-04,Hired,4,1,0,0,0,0,,435
4853,Kevin Mishra,kevin.mishra4852@gmail.com,11,B.Tech,20,1,1,2026-03-29,Active,4,1,0,1,0,0,,137
4859,Elizabeth Clark,elizabeth.clark4858@gmail.com,5,Master's Degree,9,4,4,2025-03-15,Rejected,4,1,1,0,0,0,,516
4863,Priya Reddy,priya.reddy4862@gmail.com,5,B.Tech,17,5,3,2025-05-12,Rejected,4,0,1,1,0,0,,458
4867,Paul Williams,paul.williams4866@hotmail.com,11,MBA,10,3,7,2025-07-02,Screening,4,2,0,0,0,0,,407
4868,Priya Reddy,priya.reddy4867@hotmail.com,14,B.Tech,1,5,1,2026-02-10,Screening,4,0,0,0,0,0,,184
4870,Rachel Mishra,rachel.mishra4869@hotmail.com,5,MS,21,2,8,2025-05-02,Rejected,4,0,0,0,0,0,,468
4871,Thomas Mishra,thomas.mishra4870@hotmail.com,15,Bachelor's Degree,21,1,8,2025-04-13,Hired,4,0,0,0,0,0,,487
4873,Paul Garcia,paul.garcia4872@outlook.com,1,M.Tech,8,7,1,2025-09-13,Active,4,0,0,0,0,0,,334
4877,Michelle Garcia,michelle.garcia4876@gmail.com,7,MCA,10,3,4,2026-01-11,Interview,4,3,0,0,0,0,,214
4879,Rachel Smith,rachel.smith4878@outlook.com,11,MS Computer Science,21,2,8,2025-05-03,Active,4,0,0,0,0,0,,467
4882,Neha Hall,neha.hall4881@outlook.com,12,Master's Degree,15,6,9,2026-03-25,Interview,4,0,0,0,0,0,,141
4883,Stephanie Patel,stephanie.patel4882@hotmail.com,8,BS Computer Science,19,4,8,2025-06-29,Screening,4,0,0,0,0,0,,410
4887,Amanda Clark,amanda.clark4886@gmail.com,14,B.E.,11,1,3,2025-05-21,Rejected,4,0,0,0,0,0,,449
4904,Steven Martin,steven.martin4903@outlook.com,8,MS,15,1,2,2025-05-24,Rejected,4,0,0,0,0,0,,446
4905,Lauren Miller,lauren.miller4904@yahoo.com,14,B.E.,12,7,7,2025-11-05,Hired,4,0,1,0,0,0,,281
4911,Rohan Smith,rohan.smith4910@hotmail.com,3,MBA,10,2,5,2026-03-23,Rejected,4,0,0,0,0,0,,143
4914,Elizabeth Mehta,elizabeth.mehta4913@yahoo.com,8,MS Computer Science,17,5,9,2026-03-09,Active,4,0,1,0,0,0,,157
4922,Emily Johnson,emily.johnson4921@outlook.com,9,Master's Degree,6,3,5,2025-11-05,Hired,4,0,0,0,0,0,,281
4932,Michelle Taylor,michelle.taylor4931@outlook.com,12,B.Tech,10,3,3,2025-07-16,Screening,4,1,0,0,0,0,,393
4941,Sneha Jones,sneha.jones4940@outlook.com,13,M.Tech,14,7,7,2025-10-26,Offer,4,2,0,0,0,0,,291
4969,Jennifer Martin,jennifer.martin4968@yahoo.com,15,MS,17,1,1,2025-09-22,Screening,4,1,0,0,0,0,,325
4972,Rebecca King,rebecca.king4971@gmail.com,10,MS Computer Science,18,6,5,2025-08-28,Screening,4,1,0,1,0,0,,350
4978,Melissa Moore,melissa.moore4977@yahoo.com,15,MBA,8,6,4,2026-07-04,Rejected,4,0,0,0,0,0,,40
4979,Anthony Taylor,anthony.taylor4978@yahoo.com,2,BCA,7,1,5,2026-02-18,Withdrawn,4,0,0,0,0,0,,176
4994,Elizabeth Sharma,elizabeth.sharma4993@hotmail.com,6,Bachelor's Degree,13,2,2,2025-02-17,Interview,4,1,0,0,0,0,,542
4997,Rachel Gupta,rachel.gupta4996@hotmail.com,11,BS Computer Science,16,2,8,2025-08-29,Interview,4,0,0,0,0,0,,349
5017,Emily Wright,emily.wright5016@gmail.com,14,BS Computer Science,19,7,1,2026-04-25,Rejected,4,0,0,1,0,0,,110
5021,James Young,james.young5020@hotmail.com,7,BCA,13,1,2,2026-06-14,Active,4,0,0,0,0,0,,60
5031,Michael Kumar,michael.kumar5030@hotmail.com,8,B.E.,9,6,5,2026-01-01,Hired,4,0,0,0,0,0,,224
5033,Jennifer Verma,jennifer.verma5032@outlook.com,14,MCA,3,4,2,2025-07-02,Interview,4,0,0,0,0,0,,407
5034,Rohan Garcia,rohan.garcia5033@yahoo.com,4,BCA,18,1,5,2026-04-30,Active,4,0,0,0,0,0,,105
5048,Stephanie Johnson,stephanie.johnson5047@yahoo.com,13,B.E.,15,7,1,2026-06-11,Interview,4,0,0,0,0,0,,63
5052,Megan Miller,megan.miller5051@gmail.com,11,B.Tech,15,5,1,2026-01-20,Active,4,2,0,0,0,0,,205
5055,Sarah Lee,sarah.lee5054@yahoo.com,7,MBA,13,7,5,2025-08-27,Withdrawn,4,0,0,0,0,0,,351
5067,Jennifer Verma,jennifer.verma5066@hotmail.com,10,Bachelor's Degree,20,4,4,2026-02-26,Rejected,4,1,0,0,0,0,,168
5069,James Martin,james.martin5068@gmail.com,15,MBA,4,3,9,2025-03-30,Offer,4,1,0,0,0,0,,501
5073,Thomas Walker,thomas.walker5072@yahoo.com,13,MCA,1,5,6,2025-01-05,Offer,4,1,0,0,0,0,,585
5083,Michael Taylor,michael.taylor5082@hotmail.com,15,Bachelor's Degree,8,1,9,2025-09-08,Active,4,1,0,0,0,0,,339
5086,Ananya Williams,ananya.williams5085@outlook.com,11,MS,4,2,6,2025-09-17,Active,4,0,0,3,0,0,,330
5090,Matthew Young,matthew.young5089@yahoo.com,9,BCA,14,7,1,2025-04-21,Active,4,0,0,0,0,0,,479
5091,Steven Young,steven.young5090@gmail.com,15,MS Computer Science,18,4,4,2026-02-10,Rejected,4,1,0,0,0,0,,184
5093,Neha Mishra,neha.mishra5092@hotmail.com,4,BCA,8,5,3,2025-10-31,Rejected,4,0,0,0,0,0,,286
5101,Paul Lewis,paul.lewis5100@yahoo.com,2,MBA,8,7,6,2025-05-17,Rejected,4,0,0,0,0,0,,453
5103,Matthew Smith,matthew.smith5102@gmail.com,2,MBA,16,3,2,2026-05-02,Active,4,0,0,0,0,0,,103
5106,Lauren Jackson,lauren.jackson5105@gmail.com,6,MS Computer Science,17,4,5,2025-07-13,Active,4,0,1,0,0,0,,396
5107,Steven Jackson,steven.jackson5106@gmail.com,4,BCA,21,1,4,2026-04-17,Active,4,0,0,0,0,0,,118
5108,Charles Nair,charles.nair5107@yahoo.com,5,BS Computer Science,13,2,6,2025-07-31,Rejected,4,0,0,0,0,0,,378
5111,Andrew Jackson,andrew.jackson5110@outlook.com,3,MS Computer Science,15,7,6,2025-03-16,Active,4,1,0,0,0,0,,515
5117,Robert Smith,robert.smith5116@hotmail.com,9,B.E.,20,4,2,2025-09-24,Withdrawn,4,0,1,0,0,0,,323
5122,Vikram Davis,vikram.davis5121@outlook.com,2,M.Tech,17,5,9,2025-01-09,Active,4,1,0,0,0,0,,581
5136,Sarah Williams,sarah.williams5135@hotmail.com,7,MBA,13,6,8,2025-12-31,Active,4,1,0,0,0,0,,225
5139,Vikram Jackson,vikram.jackson5138@outlook.com,10,BS Computer Science,6,1,2,2025-03-04,Withdrawn,4,0,0,0,0,0,,527
5140,Charles Nair,charles.nair5139@gmail.com,5,MBA,17,5,4,2025-09-03,Interview,4,0,0,0,0,0,,344
5141,Elizabeth Wilson,elizabeth.wilson5140@hotmail.com,11,MS,20,2,1,2026-02-10,Active,4,0,0,0,0,0,,184
5144,Jennifer Miller,jennifer.miller5143@gmail.com,11,MS,21,1,5,2025-07-28,Withdrawn,4,0,0,1,0,0,,381
5156,Andrew Thomas,andrew.thomas5155@yahoo.com,9,BCA,10,2,1,2025-07-16,Hired,4,2,0,0,0,0,,393
5169,Anthony Moore,anthony.moore5168@outlook.com,4,Bachelor's Degree,19,6,3,2025-10-12,Screening,4,0,0,0,0,0,,305
5180,William Harris,william.harris5179@hotmail.com,8,BS Computer Science,14,7,7,2026-02-23,Interview,4,0,0,0,0,0,,171
5188,James Williams,james.williams5187@yahoo.com,2,MS Computer Science,21,3,1,2026-06-10,Screening,4,1,0,0,0,0,,64
5202,Steven Clark,steven.clark5201@yahoo.com,9,BCA,17,3,3,2026-05-19,Hired,4,0,0,0,0,0,,86
5212,William Anderson,william.anderson5211@outlook.com,11,BCA,16,7,3,2026-03-19,Rejected,4,0,0,0,0,0,,147
5221,James Brown,james.brown5220@yahoo.com,10,BS Computer Science,13,4,1,2025-01-21,Hired,4,0,0,0,0,0,,569
5228,Mark Wilson,mark.wilson5227@gmail.com,14,MS,14,3,2,2026-02-06,Active,4,0,0,0,0,0,,188
5245,Rachel Mishra,rachel.mishra5244@gmail.com,4,Master's Degree,17,4,7,2025-08-07,Screening,4,0,0,0,0,0,,371
5252,Elizabeth Walker,elizabeth.walker5251@yahoo.com,7,BS Computer Science,19,4,6,2025-01-26,Screening,4,1,0,0,0,0,,564
5268,Steven Lewis,steven.lewis5267@hotmail.com,12,Bachelor's Degree,11,6,8,2025-05-23,Rejected,4,0,1,0,0,0,,447
5269,Arjun Brown,arjun.brown5268@hotmail.com,8,M.Tech,18,7,5,2025-05-25,Rejected,4,0,0,0,0,0,,445
5271,John Jones,john.jones5270@hotmail.com,12,MS,7,4,5,2025-09-14,Hired,4,0,0,0,0,0,,333
5277,Amit Jackson,amit.jackson5276@outlook.com,1,MCA,20,4,7,2025-08-31,Hired,4,1,0,0,0,0,,347
5278,Jennifer King,jennifer.king5277@hotmail.com,11,MS,1,6,9,2025-07-08,Hired,4,1,0,1,0,0,,401
5280,Jennifer Patel,jennifer.patel5279@hotmail.com,4,B.E.,15,2,2,2025-05-01,Active,4,0,0,1,0,0,,469
5284,Rebecca Harris,rebecca.harris5283@gmail.com,4,Master's Degree,2,6,8,2025-01-04,Rejected,4,0,1,0,0,0,,586
5288,Amanda Lewis,amanda.lewis5287@yahoo.com,12,MCA,14,5,2,2025-05-20,Rejected,4,1,0,0,0,0,,450
5300,Sarah Mehta,sarah.mehta5299@outlook.com,7,MS,16,4,7,2025-07-06,Hired,4,0,0,0,0,0,,403
5303,William Miller,william.miller5302@hotmail.com,3,B.E.,16,3,4,2026-03-24,Active,4,1,0,0,0,0,,142
5315,Laura Kumar,laura.kumar5314@gmail.com,3,BCA,13,2,6,2025-02-15,Withdrawn,4,0,0,0,0,0,,544
5316,Neha Johnson,neha.johnson5315@hotmail.com,2,BCA,17,6,3,2025-03-16,Withdrawn,4,1,0,0,0,0,,515
5322,Andrew Verma,andrew.verma5321@yahoo.com,11,BS Computer Science,15,2,9,2025-12-05,Screening,4,1,0,0,0,0,,251
5329,Robert Allen,robert.allen5328@yahoo.com,8,M.Tech,15,2,7,2025-10-22,Active,4,0,0,0,0,0,,295
5331,Donald Garcia,donald.garcia5330@hotmail.com,7,B.Tech,12,1,9,2025-03-09,Rejected,4,0,0,1,0,0,,522
5341,David Williams,david.williams5340@gmail.com,9,MS,17,3,7,2025-02-09,Rejected,4,0,0,0,0,0,,550
5343,Joseph Young,joseph.young5342@yahoo.com,12,MS,16,1,2,2026-05-05,Active,4,1,0,0,0,0,,100
5347,Kevin Martin,kevin.martin5346@yahoo.com,8,M.Tech,17,4,3,2025-06-07,Interview,4,0,0,0,0,0,,432
5354,Megan Young,megan.young5353@gmail.com,13,B.E.,13,6,8,2026-07-06,Rejected,4,0,0,0,0,0,,38
5371,Joshua Kumar,joshua.kumar5370@hotmail.com,15,BS Computer Science,18,3,4,2026-01-04,Withdrawn,4,0,0,0,0,0,,221
5374,Daniel Jones,daniel.jones5373@gmail.com,8,BS Computer Science,19,5,2,2025-02-15,Rejected,4,0,0,0,0,0,,544
5376,Vikram Garcia,vikram.garcia5375@yahoo.com,8,MS Computer Science,7,6,7,2025-07-18,Interview,4,0,0,0,0,0,,391
5382,Megan Reddy,megan.reddy5381@hotmail.com,13,B.E.,20,1,6,2025-01-19,Withdrawn,4,0,0,0,0,0,,571
5383,Lauren Wright,lauren.wright5382@outlook.com,8,MS Computer Science,18,5,8,2026-06-04,Interview,4,0,0,0,0,0,,70
5388,Ananya Miller,ananya.miller5387@gmail.com,8,MS,9,3,2,2026-06-05,Hired,4,1,0,0,0,0,,69
5399,Robert Reddy,robert.reddy5398@outlook.com,13,M.Tech,19,6,6,2025-12-10,Rejected,4,0,0,0,0,0,,246
5438,Robert Martin,robert.martin5437@yahoo.com,8,Bachelor's Degree,10,3,5,2025-11-04,Active,4,1,1,0,0,0,,282
5443,Sarah Taylor,sarah.taylor5442@yahoo.com,11,B.Tech,5,5,5,2025-11-28,Screening,4,1,0,0,0,0,,258
5463,Amanda Sharma,amanda.sharma5462@hotmail.com,2,B.Tech,6,7,5,2025-10-10,Rejected,4,0,0,1,0,0,,307
5468,Emily Anderson,emily.anderson5467@yahoo.com,8,BCA,21,7,7,2025-05-14,Active,4,1,0,0,0,0,,456
5477,Mark Mehta,mark.mehta5476@outlook.com,5,BS Computer Science,14,7,5,2025-05-10,Screening,4,1,0,0,0,0,,460
5480,William Sharma,william.sharma5479@hotmail.com,4,Master's Degree,9,7,3,2026-02-25,Active,4,1,0,0,0,0,,169
5494,Emily Young,emily.young5493@hotmail.com,2,MS Computer Science,17,5,9,2026-07-25,Rejected,4,1,1,0,0,0,,19
5496,Joseph Reddy,joseph.reddy5495@hotmail.com,6,B.E.,13,1,5,2025-10-28,Active,4,0,0,0,0,0,,289
5497,Ashley Sharma,ashley.sharma5496@outlook.com,4,BCA,19,1,3,2025-09-17,Rejected,4,0,0,0,0,0,,330
5506,John Wright,john.wright5505@outlook.com,9,B.Tech,7,1,6,2025-10-25,Hired,4,0,0,0,0,0,,292
5507,Rohan Hall,rohan.hall5506@hotmail.com,13,BS Computer Science,10,6,2,2026-01-07,Rejected,4,2,1,0,0,0,,218
